Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Lophius,vomerinus,-12.25,13.25,3101:123:1,0.1
Lophius,vomerinus,-12.75,12.75,3101:122:4,0.17
Lophius,vomerinus,-11.75,13.75,3101:113:4,0.13
Lophius,vomerinus,-11.75,13.25,3101:113:3,0.01
Lophius,vomerinus,-11.25,13.75,3101:113:2,0.14
Lophius,vomerinus,-10.75,13.75,3101:103:4,0.1
Lophius,vomerinus,-10.25,13.25,3101:103:1,0.01
Lophius,vomerinus,-9.75,13.25,3001:393:3,0.02
Lophius,vomerinus,-31.25,30.25,3303:110:1,0.28
Lophius,vomerinus,-30.25,31.25,3303:101:1,0.23
Lophius,vomerinus,-30.75,30.75,3303:100:4,0.24
Lophius,vomerinus,-30.75,30.25,3303:100:3,0.37
Lophius,vomerinus,-30.25,30.75,3303:100:2,0.34
Lophius,vomerinus,-32.25,29.25,3302:229:1,0.34
Lophius,vomerinus,-32.75,28.75,3302:228:4,0.38
Lophius,vomerinus,-31.75,29.75,3302:219:4,0.31
Lophius,vomerinus,-34.25,22.75,3302:142:2,0.39
Lophius,vomerinus,-33.25,17.75,3301:237:2,0.29
Lophius,vomerinus,-31.75,16.25,3301:216:3,0.3
Lophius,vomerinus,-29.75,31.25,3203:391:3,0.37
Lophius,vomerinus,-29.25,31.75,3203:391:2,0.35
Lophius,vomerinus,-27.25,15.25,3201:475:1,0.26
Lophius,vomerinus,-29.25,14.25,3201:394:1,0.3
Lophius,vomerinus,-26.25,14.75,3201:364:2,0.31
Lophius,vomerinus,-25.75,14.75,3201:354:4,0.24
Lophius,vomerinus,-24.75,14.25,3201:144:3,0.22
Lophius,vomerinus,-13.25,12.75,3101:132:2,0.31
Lophius,vomerinus,-12.75,13.25,3101:123:3,0.27
Lophius,vomerinus,-12.25,13.75,3101:123:2,0.2
Lophius,vomerinus,-35.25,21.25,3302:351:1,0.57
Lophius,vomerinus,-35.75,20.75,3302:350:4,0.57
Lophius,vomerinus,-34.25,26.75,3302:246:2,0.56
Lophius,vomerinus,-33.25,28.25,3302:238:1,0.43
Lophius,vomerinus,-33.75,27.75,3302:237:4,0.45
Lophius,vomerinus,-32.75,28.25,3302:228:3,0.59
Lophius,vomerinus,-32.25,28.75,3302:228:2,0.51
Lophius,vomerinus,-31.75,29.25,3302:219:3,0.43
Lophius,vomerinus,-31.25,29.75,3302:219:2,0.4
Lophius,vomerinus,-34.75,20.25,3302:140:3,0.46
Lophius,vomerinus,-33.75,18.25,3301:238:3,0.41
Lophius,vomerinus,-30.75,15.25,3301:205:3,0.53
Lophius,vomerinus,-29.25,16.75,3201:496:2,0.51
Lophius,vomerinus,-28.75,15.75,3201:485:4,0.57
Lophius,vomerinus,-28.25,15.25,3201:485:1,0.55
Lophius,vomerinus,-29.75,14.25,3201:394:3,0.49
Lophius,vomerinus,-28.25,14.25,3201:384:1,0.47
Lophius,vomerinus,-27.25,14.25,3201:374:1,0.42
Lophius,vomerinus,-25.25,14.25,3201:354:1,0.45
Lophius,vomerinus,-20.75,13.25,3201:103:3,0.46
Lophius,vomerinus,-20.25,13.25,3201:103:1,0.57
Lophius,vomerinus,-14.25,12.25,3101:142:1,0.46
Lophius,vomerinus,-13.75,12.75,3101:132:4,0.46
Lophius,vomerinus,-13.75,12.25,3101:132:3,0.4
Lophius,vomerinus,-36.25,22.25,3302:362:1,0.79
Lophius,vomerinus,-35.75,22.75,3302:352:4,0.79
Lophius,vomerinus,-34.75,25.25,3302:245:3,0.74
Lophius,vomerinus,-33.75,27.25,3302:237:3,0.62
Lophius,vomerinus,-33.25,27.75,3302:237:2,0.66
Lophius,vomerinus,-34.25,18.75,3301:248:2,0.64
Lophius,vomerinus,-33.25,17.25,3301:237:1,0.72
Lophius,vomerinus,-32.75,16.75,3301:226:4,0.64
Lophius,vomerinus,-27.75,15.25,3201:475:3,0.72
Lophius,vomerinus,-26.75,14.75,3201:364:4,0.64
Lophius,vomerinus,-26.75,14.25,3201:364:3,0.73
Lophius,vomerinus,-26.25,13.75,3201:363:2,0.79
Lophius,vomerinus,-25.75,14.25,3201:354:3,0.62
Lophius,vomerinus,-24.25,13.75,3201:143:2,0.74
Lophius,vomerinus,-23.75,13.75,3201:133:4,0.61
Lophius,vomerinus,-23.25,13.75,3201:133:2,0.79
Lophius,vomerinus,-22.25,13.75,3201:123:2,0.63
Lophius,vomerinus,-22.75,12.75,3201:122:4,0.77
Lophius,vomerinus,-22.25,12.75,3201:122:2,0.79
Lophius,vomerinus,-21.25,13.25,3201:113:1,0.6
Lophius,vomerinus,-14.75,12.25,3101:142:3,0.67
Lophius,vomerinus,-36.75,21.75,3302:361:4,0.86
Lophius,vomerinus,-36.75,21.25,3302:361:3,1
Lophius,vomerinus,-36.25,21.75,3302:361:2,1
Lophius,vomerinus,-36.25,21.25,3302:361:1,1
Lophius,vomerinus,-36.75,20.75,3302:360:4,1
Lophius,vomerinus,-36.75,20.25,3302:360:3,1
Lophius,vomerinus,-36.25,20.75,3302:360:2,1
Lophius,vomerinus,-36.25,20.25,3302:360:1,1
Lophius,vomerinus,-35.25,23.25,3302:353:1,0.88
Lophius,vomerinus,-35.75,22.25,3302:352:3,0.91
Lophius,vomerinus,-35.25,22.75,3302:352:2,1
Lophius,vomerinus,-35.25,22.25,3302:352:1,1
Lophius,vomerinus,-35.75,21.75,3302:351:4,1
Lophius,vomerinus,-35.75,21.25,3302:351:3,1
Lophius,vomerinus,-35.25,21.75,3302:351:2,1
Lophius,vomerinus,-35.75,20.25,3302:350:3,1
Lophius,vomerinus,-35.25,20.25,3302:350:1,1
Lophius,vomerinus,-34.25,26.25,3302:246:1,0.82
Lophius,vomerinus,-34.25,25.75,3302:245:2,1
Lophius,vomerinus,-34.25,25.25,3302:245:1,1
Lophius,vomerinus,-33.75,26.75,3302:236:4,0.98
Lophius,vomerinus,-33.75,25.25,3302:235:3,1
Lophius,vomerinus,-34.75,24.75,3302:144:4,0.87
Lophius,vomerinus,-34.75,24.25,3302:144:3,1
Lophius,vomerinus,-34.25,24.25,3302:144:1,1
Lophius,vomerinus,-34.75,23.75,3302:143:4,1
Lophius,vomerinus,-34.75,23.25,3302:143:3,1
Lophius,vomerinus,-34.25,23.75,3302:143:2,1
Lophius,vomerinus,-34.25,23.25,3302:143:1,1
Lophius,vomerinus,-34.75,22.75,3302:142:4,1
Lophius,vomerinus,-34.25,22.25,3302:142:1,1
Lophius,vomerinus,-34.25,21.75,3302:141:2,0.89
Lophius,vomerinus,-34.25,20.75,3302:140:2,0.89
Lophius,vomerinus,-34.25,20.25,3302:140:1,1
Lophius,vomerinus,-36.25,19.75,3301:469:2,1
Lophius,vomerinus,-35.75,19.75,3301:459:4,1
Lophius,vomerinus,-35.75,19.25,3301:459:3,1
Lophius,vomerinus,-35.25,19.75,3301:459:2,1
Lophius,vomerinus,-35.25,19.25,3301:459:1,1
Lophius,vomerinus,-35.25,18.75,3301:458:2,1
Lophius,vomerinus,-34.75,19.25,3301:249:3,1
Lophius,vomerinus,-34.75,18.75,3301:248:4,1
Lophius,vomerinus,-34.75,18.25,3301:248:3,1
Lophius,vomerinus,-34.25,18.25,3301:248:1,1
Lophius,vomerinus,-34.25,17.75,3301:247:2,1
Lophius,vomerinus,-33.75,17.75,3301:237:4,1
Lophius,vomerinus,-32.75,17.75,3301:227:4,0.96
Lophius,vomerinus,-32.75,17.25,3301:227:3,1
Lophius,vomerinus,-32.25,17.75,3301:227:2,0.98
Lophius,vomerinus,-32.25,17.25,3301:227:1,1
Lophius,vomerinus,-32.25,16.75,3301:226:2,0.98
Lophius,vomerinus,-31.75,17.75,3301:217:4,0.96
Lophius,vomerinus,-31.75,17.25,3301:217:3,1
Lophius,vomerinus,-31.25,17.75,3301:217:2,0.84
Lophius,vomerinus,-31.25,17.25,3301:217:1,1
Lophius,vomerinus,-31.75,16.75,3301:216:4,1
Lophius,vomerinus,-31.25,16.75,3301:216:2,1
Lophius,vomerinus,-31.25,16.25,3301:216:1,1
Lophius,vomerinus,-30.75,17.25,3301:207:3,0.95
Lophius,vomerinus,-30.25,17.25,3301:207:1,0.88
Lophius,vomerinus,-30.75,16.75,3301:206:4,1
Lophius,vomerinus,-30.75,16.25,3301:206:3,1
Lophius,vomerinus,-30.25,16.75,3301:206:2,1
Lophius,vomerinus,-30.25,16.25,3301:206:1,1
Lophius,vomerinus,-30.75,15.75,3301:205:4,1
Lophius,vomerinus,-30.25,15.75,3301:205:2,1
Lophius,vomerinus,-30.25,15.25,3301:205:1,1
Lophius,vomerinus,-29.75,16.75,3201:496:4,0.81
Lophius,vomerinus,-29.75,16.25,3201:496:3,1
Lophius,vomerinus,-29.25,16.25,3201:496:1,1
Lophius,vomerinus,-29.75,15.75,3201:495:4,1
Lophius,vomerinus,-29.75,15.25,3201:495:3,1
Lophius,vomerinus,-29.25,15.75,3201:495:2,1
Lophius,vomerinus,-29.25,15.25,3201:495:1,1
Lophius,vomerinus,-28.75,15.25,3201:485:3,1
Lophius,vomerinus,-29.75,14.75,3201:394:4,1
Lophius,vomerinus,-29.25,14.75,3201:394:2,1
Lophius,vomerinus,-28.75,14.75,3201:384:4,1
Lophius,vomerinus,-28.75,14.25,3201:384:3,1
Lophius,vomerinus,-28.25,14.75,3201:384:2,1
Lophius,vomerinus,-27.75,14.75,3201:374:4,1
Lophius,vomerinus,-27.25,14.75,3201:374:2,1
Lophius,vomerinus,-26.25,14.25,3201:364:1,0.88
Lophius,vomerinus,-26.75,13.75,3201:363:4,0.93
Lophius,vomerinus,-25.75,13.75,3201:353:4,1
Lophius,vomerinus,-25.25,13.75,3201:353:2,1
Lophius,vomerinus,-24.75,13.75,3201:143:4,0.95
Lophius,vomerinus,-24.25,13.25,3201:143:1,0.81
Lophius,vomerinus,-23.75,13.25,3201:133:3,1
Lophius,vomerinus,-23.25,13.25,3201:133:1,1
Lophius,vomerinus,-22.75,13.75,3201:123:4,0.88
Lophius,vomerinus,-22.75,13.25,3201:123:3,1
Lophius,vomerinus,-22.25,13.25,3201:123:1,1
Lophius,vomerinus,-21.75,13.25,3201:113:3,1
Lophius,vomerinus,-21.75,12.75,3201:112:4,1
Lophius,vomerinus,-21.25,12.75,3201:112:2,1
Lophius,vomerinus,-20.75,12.75,3201:102:4,1
Lophius,vomerinus,-20.75,12.25,3201:102:3,1
Lophius,vomerinus,-20.25,12.75,3201:102:2,0.99
Lophius,vomerinus,-20.25,12.25,3201:102:1,1
Lophius,vomerinus,-19.75,12.75,3101:392:4,0.94
Lophius,vomerinus,-19.75,12.25,3101:392:3,1
Lophius,vomerinus,-19.25,12.75,3101:392:2,0.85
Lophius,vomerinus,-19.25,12.25,3101:392:1,1
Lophius,vomerinus,-18.75,12.25,3101:382:3,1
Lophius,vomerinus,-15.25,12.25,3101:352:1,0.84
