Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Macrourus,carinatus,-36.25,136.75,3313:466:2,0.03
Macrourus,carinatus,-36.75,137.75,3313:467:4,0.19
Macrourus,carinatus,-36.75,138.25,3313:468:3,0.03
Macrourus,carinatus,-37.25,139.75,3313:479:2,0.05
Macrourus,carinatus,-38.25,139.75,3313:489:2,0.08
Macrourus,carinatus,-38.75,142.75,3314:382:4,0.05
Macrourus,carinatus,-39.25,143.25,3314:393:1,0.09
Macrourus,carinatus,-37.75,149.25,3314:479:3,0.05
Macrourus,carinatus,-37.75,149.75,3314:479:4,0.11
Macrourus,carinatus,-38.75,146.25,3314:486:3,0.01
Macrourus,carinatus,-38.25,148.25,3314:488:1,0.05
Macrourus,carinatus,-34.25,151.25,3315:141:1,0.10
Macrourus,carinatus,-34.25,151.75,3315:141:2,0.07
Macrourus,carinatus,-34.75,151.25,3315:141:3,0.10
Macrourus,carinatus,-35.25,150.75,3315:350:2,0.15
Macrourus,carinatus,-35.75,150.75,3315:350:4,0.14
Macrourus,carinatus,-35.25,151.25,3315:351:1,0.11
Macrourus,carinatus,-36.25,150.25,3315:360:1,0.18
Macrourus,carinatus,-36.25,150.75,3315:360:2,0.14
Macrourus,carinatus,-34.25,162.25,3316:142:1,0.09
Macrourus,carinatus,-34.25,162.75,3316:142:2,0.14
Macrourus,carinatus,-34.75,162.25,3316:142:3,0.03
Macrourus,carinatus,-34.75,162.75,3316:142:4,0.07
Macrourus,carinatus,-34.25,163.25,3316:143:1,0.15
Macrourus,carinatus,-34.25,163.75,3316:143:2,0.04
Macrourus,carinatus,-34.75,163.25,3316:143:3,0.06
Macrourus,carinatus,-34.75,163.75,3316:143:4,0.05
Macrourus,carinatus,-34.25,164.25,3316:144:1,0.11
Macrourus,carinatus,-34.25,164.75,3316:144:2,0.13
Macrourus,carinatus,-34.75,164.25,3316:144:3,0.11
Macrourus,carinatus,-34.75,164.75,3316:144:4,0.15
Macrourus,carinatus,-34.75,165.25,3316:245:3,0.09
Macrourus,carinatus,-34.25,167.25,3316:247:1,0.08
Macrourus,carinatus,-34.25,167.75,3316:247:2,0.18
Macrourus,carinatus,-34.75,168.75,3316:248:4,0.15
Macrourus,carinatus,-34.75,169.75,3316:249:4,0.11
Macrourus,carinatus,-35.25,163.75,3316:353:2,0.01
Macrourus,carinatus,-35.25,164.25,3316:354:1,0.13
Macrourus,carinatus,-35.25,164.75,3316:354:2,0.16
Macrourus,carinatus,-35.75,164.25,3316:354:3,0.18
Macrourus,carinatus,-36.75,164.75,3316:364:4,0.14
Macrourus,carinatus,-37.75,163.75,3316:373:4,0.11
Macrourus,carinatus,-37.25,164.25,3316:374:1,0.08
Macrourus,carinatus,-35.25,165.25,3316:455:1,0.15
Macrourus,carinatus,-35.25,165.75,3316:455:2,0.19
Macrourus,carinatus,-35.25,166.25,3316:456:1,0.13
Macrourus,carinatus,-35.75,166.25,3316:456:3,0.17
Macrourus,carinatus,-35.25,168.75,3316:458:2,0.11
Macrourus,carinatus,-36.25,165.75,3316:465:2,0.19
Macrourus,carinatus,-36.75,165.25,3316:465:3,0.18
Macrourus,carinatus,-36.75,165.75,3316:465:4,0.09
Macrourus,carinatus,-36.25,166.25,3316:466:1,0.09
Macrourus,carinatus,-36.75,166.25,3316:466:3,0.02
Macrourus,carinatus,-36.75,167.25,3316:467:3,0.10
Macrourus,carinatus,-36.75,167.75,3316:467:4,0.01
Macrourus,carinatus,-37.75,165.25,3316:475:3,0.02
Macrourus,carinatus,-37.25,169.75,3316:479:2,0.11
Macrourus,carinatus,-34.75,172.75,3317:142:4,0.05
Macrourus,carinatus,-34.25,174.25,3317:144:1,0.18
Macrourus,carinatus,-34.25,174.75,3317:144:2,0.09
Macrourus,carinatus,-34.25,175.25,3317:245:1,0.06
Macrourus,carinatus,-34.25,175.75,3317:245:2,0.03
Macrourus,carinatus,-35.25,170.25,3317:350:1,0.10
Macrourus,carinatus,-35.25,171.25,3317:351:1,0.05
Macrourus,carinatus,-35.25,171.75,3317:351:2,0.18
Macrourus,carinatus,-35.25,173.25,3317:353:1,0.16
Macrourus,carinatus,-35.25,174.25,3317:354:1,0.04
Macrourus,carinatus,-35.75,174.75,3317:354:4,0.01
Macrourus,carinatus,-37.75,170.75,3317:370:4,0.07
Macrourus,carinatus,-37.75,173.25,3317:373:3,0.02
Macrourus,carinatus,-38.25,171.75,3317:381:2,0.17
Macrourus,carinatus,-38.25,172.25,3317:382:1,0.19
Macrourus,carinatus,-38.75,173.25,3317:383:3,0.06
Macrourus,carinatus,-38.25,174.25,3317:384:1,0.07
Macrourus,carinatus,-39.75,172.75,3317:392:4,0.11
Macrourus,carinatus,-35.25,177.75,3317:457:2,0.11
Macrourus,carinatus,-35.75,178.75,3317:458:4,0.15
Macrourus,carinatus,-36.25,175.75,3317:465:2,0.02
Macrourus,carinatus,-36.25,176.75,3317:466:2,0.10
Macrourus,carinatus,-36.75,176.75,3317:466:4,0.17
Macrourus,carinatus,-36.75,177.25,3317:467:3,0.01
Macrourus,carinatus,-36.25,178.25,3317:468:1,0.17
Macrourus,carinatus,-37.75,179.75,3317:479:4,0.07
Macrourus,carinatus,-42.75,0.25,3400:120:3,0.02
Macrourus,carinatus,-46.25,8.25,3400:468:1,0.13
Macrourus,carinatus,-49.75,5.75,3400:495:4,0.03
Macrourus,carinatus,-49.25,7.25,3400:497:1,0.06
Macrourus,carinatus,-49.75,7.75,3400:497:4,0.02
Macrourus,carinatus,-47.25,11.25,3401:371:1,0.07
Macrourus,carinatus,-46.75,34.75,3403:364:4,0.08
Macrourus,carinatus,-47.25,32.75,3403:372:2,0.02
Macrourus,carinatus,-45.25,43.75,3404:353:2,0.09
Macrourus,carinatus,-47.75,43.75,3404:373:4,0.08
Macrourus,carinatus,-45.75,46.75,3404:456:4,0.04
Macrourus,carinatus,-49.75,63.25,3406:393:3,0.08
Macrourus,carinatus,-46.75,65.75,3406:465:4,0.17
Macrourus,carinatus,-47.75,68.25,3406:478:3,0.12
Macrourus,carinatus,-47.75,68.75,3406:478:4,0.11
Macrourus,carinatus,-47.75,69.25,3406:479:3,0.07
Macrourus,carinatus,-47.75,69.75,3406:479:4,0.05
Macrourus,carinatus,-48.25,68.25,3406:488:1,0.11
Macrourus,carinatus,-48.75,68.25,3406:488:3,0.01
Macrourus,carinatus,-48.25,69.25,3406:489:1,0.01
Macrourus,carinatus,-49.25,67.75,3406:497:2,0.03
Macrourus,carinatus,-49.25,68.25,3406:498:1,0.04
Macrourus,carinatus,-49.75,68.75,3406:498:4,0.06
Macrourus,carinatus,-46.75,72.25,3407:362:3,0.14
Macrourus,carinatus,-47.75,70.25,3407:370:3,0.02
Macrourus,carinatus,-47.75,70.75,3407:370:4,0.01
Macrourus,carinatus,-47.25,72.75,3407:372:2,0.10
Macrourus,carinatus,-48.25,70.75,3407:380:2,0.14
Macrourus,carinatus,-40.25,143.75,3414:103:2,0.04
Macrourus,carinatus,-40.75,144.25,3414:104:3,0.09
Macrourus,carinatus,-41.75,148.25,3414:218:3,0.11
Macrourus,carinatus,-43.75,147.25,3414:237:3,0.05
Macrourus,carinatus,-46.75,148.75,3414:468:4,0.16
Macrourus,carinatus,-47.25,147.25,3414:477:1,0.08
Macrourus,carinatus,-47.75,147.25,3414:477:3,0.12
Macrourus,carinatus,-47.75,147.75,3414:477:4,0.18
Macrourus,carinatus,-47.25,149.25,3414:479:1,0.16
Macrourus,carinatus,-41.75,167.75,3416:217:4,0.01
Macrourus,carinatus,-46.25,167.25,3416:467:1,0.18
Macrourus,carinatus,-46.25,167.75,3416:467:2,0.03
Macrourus,carinatus,-46.25,169.75,3416:469:2,0.09
Macrourus,carinatus,-47.25,168.75,3416:478:2,0.04
Macrourus,carinatus,-40.75,172.25,3417:102:3,0.05
Macrourus,carinatus,-40.75,172.75,3417:102:4,0.06
Macrourus,carinatus,-41.25,174.25,3417:114:1,0.11
Macrourus,carinatus,-43.25,172.75,3417:132:2,0.08
Macrourus,carinatus,-44.25,171.25,3417:141:1,0.06
Macrourus,carinatus,-44.75,171.25,3417:141:3,0.15
Macrourus,carinatus,-40.75,176.25,3417:206:3,0.16
Macrourus,carinatus,-41.75,176.25,3417:216:3,0.12
Macrourus,carinatus,-45.25,170.75,3417:350:2,0.19
Macrourus,carinatus,-45.75,170.75,3417:350:4,0.14
Macrourus,carinatus,-47.25,174.75,3417:374:2,0.11
Macrourus,carinatus,-47.75,174.25,3417:374:3,0.03
Macrourus,carinatus,-47.75,175.25,3417:475:3,0.18
Macrourus,carinatus,-47.75,175.75,3417:475:4,0.02
Macrourus,carinatus,-47.75,176.25,3417:476:3,0.18
Macrourus,carinatus,-47.75,179.25,3417:479:3,0.16
Macrourus,carinatus,-48.75,176.25,3417:486:3,0.11
Macrourus,carinatus,-48.75,176.75,3417:486:4,0.02
Macrourus,carinatus,-48.25,177.25,3417:487:1,0.06
Macrourus,carinatus,-50.75,0.25,3500:100:3,0.09
Macrourus,carinatus,-50.75,0.75,3500:100:4,0.13
Macrourus,carinatus,-50.75,1.25,3500:101:3,0.17
Macrourus,carinatus,-50.75,2.75,3500:102:4,0.10
Macrourus,carinatus,-50.75,3.75,3500:103:4,0.14
Macrourus,carinatus,-51.25,0.75,3500:110:2,0.09
Macrourus,carinatus,-51.75,0.75,3500:110:4,0.14
Macrourus,carinatus,-51.25,1.25,3500:111:1,0.15
Macrourus,carinatus,-51.75,1.25,3500:111:3,0.13
Macrourus,carinatus,-51.25,3.75,3500:113:2,0.03
Macrourus,carinatus,-51.25,4.25,3500:114:1,0.03
Macrourus,carinatus,-53.75,3.25,3500:133:3,0.04
Macrourus,carinatus,-53.75,4.75,3500:134:4,0.03
Macrourus,carinatus,-54.75,0.25,3500:140:3,0.06
Macrourus,carinatus,-54.75,0.75,3500:140:4,0.06
Macrourus,carinatus,-54.25,2.75,3500:142:2,0.01
Macrourus,carinatus,-54.75,2.75,3500:142:4,0.08
Macrourus,carinatus,-54.25,3.25,3500:143:1,0.07
Macrourus,carinatus,-54.25,3.75,3500:143:2,0.07
Macrourus,carinatus,-54.75,3.25,3500:143:3,0.07
Macrourus,carinatus,-54.75,3.75,3500:143:4,0.05
Macrourus,carinatus,-54.25,4.25,3500:144:1,0.01
Macrourus,carinatus,-54.25,4.75,3500:144:2,0.06
Macrourus,carinatus,-50.25,6.25,3500:206:1,0.06
Macrourus,carinatus,-50.25,6.75,3500:206:2,0.15
Macrourus,carinatus,-53.75,6.25,3500:236:3,0.08
Macrourus,carinatus,-53.75,6.75,3500:236:4,0.07
Macrourus,carinatus,-54.25,5.75,3500:245:2,0.09
Macrourus,carinatus,-51.75,11.25,3501:111:3,0.01
Macrourus,carinatus,-51.75,11.75,3501:111:4,0.05
Macrourus,carinatus,-51.75,12.25,3501:112:3,0.02
Macrourus,carinatus,-52.25,10.75,3501:120:2,0.09
Macrourus,carinatus,-51.75,16.25,3501:216:3,0.08
Macrourus,carinatus,-53.25,22.25,3502:132:1,0.10
Macrourus,carinatus,-53.25,25.25,3502:235:1,0.11
Macrourus,carinatus,-52.25,40.75,3504:120:2,0.18
Macrourus,carinatus,-52.25,41.25,3504:121:1,0.15
Macrourus,carinatus,-52.25,41.75,3504:121:2,0.16
Macrourus,carinatus,-52.75,43.25,3504:123:3,0.15
Macrourus,carinatus,-52.75,43.75,3504:123:4,0.17
Macrourus,carinatus,-52.75,44.75,3504:124:4,0.17
Macrourus,carinatus,-53.25,43.75,3504:133:2,0.13
Macrourus,carinatus,-53.25,44.25,3504:134:1,0.11
Macrourus,carinatus,-53.25,44.75,3504:134:2,0.11
Macrourus,carinatus,-53.75,44.25,3504:134:3,0.12
Macrourus,carinatus,-53.75,44.75,3504:134:4,0.10
Macrourus,carinatus,-52.75,45.25,3504:225:3,0.18
Macrourus,carinatus,-52.75,47.75,3504:227:4,0.18
Macrourus,carinatus,-52.75,48.25,3504:228:3,0.19
Macrourus,carinatus,-53.25,45.25,3504:235:1,0.13
Macrourus,carinatus,-53.25,45.75,3504:235:2,0.15
Macrourus,carinatus,-53.25,46.75,3504:236:2,0.15
Macrourus,carinatus,-53.25,47.25,3504:237:1,0.15
Macrourus,carinatus,-53.25,47.75,3504:237:2,0.16
Macrourus,carinatus,-53.75,47.75,3504:237:4,0.14
Macrourus,carinatus,-53.25,48.25,3504:238:1,0.16
Macrourus,carinatus,-53.25,48.75,3504:238:2,0.17
Macrourus,carinatus,-53.75,48.25,3504:238:3,0.14
Macrourus,carinatus,-53.75,48.75,3504:238:4,0.15
Macrourus,carinatus,-53.25,49.25,3504:239:1,0.17
Macrourus,carinatus,-53.75,49.25,3504:239:3,0.15
Macrourus,carinatus,-54.25,49.25,3504:249:1,0.04
Macrourus,carinatus,-54.25,49.75,3504:249:2,0.12
Macrourus,carinatus,-54.25,50.25,3505:140:1,0.05
Macrourus,carinatus,-54.75,50.25,3505:140:3,0.05
Macrourus,carinatus,-54.25,51.25,3505:141:1,0.05
Macrourus,carinatus,-54.25,51.75,3505:141:2,0.01
Macrourus,carinatus,-50.25,63.75,3506:103:2,0.17
Macrourus,carinatus,-50.25,64.25,3506:104:1,0.03
Macrourus,carinatus,-50.25,67.75,3506:207:2,0.10
Macrourus,carinatus,-51.25,69.75,3506:219:2,0.18
Macrourus,carinatus,-56.25,67.25,3506:467:1,0.02
Macrourus,carinatus,-56.75,67.25,3506:467:3,0.04
Macrourus,carinatus,-56.75,67.75,3506:467:4,0.06
Macrourus,carinatus,-56.75,68.25,3506:468:3,0.05
Macrourus,carinatus,-56.75,68.75,3506:468:4,0.01
Macrourus,carinatus,-57.25,67.75,3506:477:2,0.01
Macrourus,carinatus,-51.75,70.25,3507:110:3,0.19
Macrourus,carinatus,-51.75,74.25,3507:114:3,0.16
Macrourus,carinatus,-52.25,71.25,3507:121:1,0.18
Macrourus,carinatus,-52.75,71.75,3507:121:4,0.18
Macrourus,carinatus,-52.25,73.75,3507:123:2,0.16
Macrourus,carinatus,-52.75,73.25,3507:123:3,0.12
Macrourus,carinatus,-52.75,73.75,3507:123:4,0.03
Macrourus,carinatus,-52.25,74.25,3507:124:1,0.09
Macrourus,carinatus,-52.25,74.75,3507:124:2,0.12
Macrourus,carinatus,-53.25,71.75,3507:131:2,0.01
Macrourus,carinatus,-53.25,72.25,3507:132:1,0.17
Macrourus,carinatus,-53.25,74.25,3507:134:1,0.19
Macrourus,carinatus,-53.25,74.75,3507:134:2,0.16
Macrourus,carinatus,-53.75,74.75,3507:134:4,0.04
Macrourus,carinatus,-51.75,77.75,3507:217:4,0.03
Macrourus,carinatus,-52.25,75.25,3507:225:1,0.18
Macrourus,carinatus,-52.25,75.75,3507:225:2,0.17
Macrourus,carinatus,-52.75,75.25,3507:225:3,0.17
Macrourus,carinatus,-52.75,75.75,3507:225:4,0.16
Macrourus,carinatus,-52.25,76.25,3507:226:1,0.19
Macrourus,carinatus,-52.75,76.25,3507:226:3,0.16
Macrourus,carinatus,-52.75,76.75,3507:226:4,0.16
Macrourus,carinatus,-52.75,77.25,3507:227:3,0.18
Macrourus,carinatus,-53.25,75.25,3507:235:1,0.15
Macrourus,carinatus,-53.25,75.75,3507:235:2,0.12
Macrourus,carinatus,-53.75,75.25,3507:235:3,0.07
Macrourus,carinatus,-53.75,75.75,3507:235:4,0.06
Macrourus,carinatus,-53.25,76.25,3507:236:1,0.07
Macrourus,carinatus,-53.25,76.75,3507:236:2,0.10
Macrourus,carinatus,-53.75,76.25,3507:236:3,0.03
Macrourus,carinatus,-53.25,77.25,3507:237:1,0.11
Macrourus,carinatus,-53.25,77.75,3507:237:2,0.15
Macrourus,carinatus,-53.75,77.25,3507:237:3,0.04
Macrourus,carinatus,-53.25,78.25,3507:238:1,0.01
Macrourus,carinatus,-54.25,75.25,3507:245:1,0.07
Macrourus,carinatus,-54.25,75.75,3507:245:2,0.03
Macrourus,carinatus,-58.75,75.75,3507:485:4,0.01
Macrourus,carinatus,-58.25,76.75,3507:486:2,0.02
Macrourus,carinatus,-58.75,76.25,3507:486:3,0.02
Macrourus,carinatus,-58.75,76.75,3507:486:4,0.05
Macrourus,carinatus,-58.25,77.25,3507:487:1,0.07
Macrourus,carinatus,-58.75,77.25,3507:487:3,0.05
Macrourus,carinatus,-58.75,77.75,3507:487:4,0.05
Macrourus,carinatus,-58.75,78.25,3507:488:3,0.05
Macrourus,carinatus,-58.75,78.75,3507:488:4,0.03
Macrourus,carinatus,-58.75,79.25,3507:489:3,0.02
Macrourus,carinatus,-58.75,79.75,3507:489:4,0.02
Macrourus,carinatus,-59.25,76.25,3507:496:1,0.01
Macrourus,carinatus,-59.25,76.75,3507:496:2,0.01
Macrourus,carinatus,-59.75,76.75,3507:496:4,0.01
Macrourus,carinatus,-59.25,77.25,3507:497:1,0.01
Macrourus,carinatus,-59.25,77.75,3507:497:2,0.02
Macrourus,carinatus,-53.25,80.25,3508:130:1,0.19
Macrourus,carinatus,-53.25,80.75,3508:130:2,0.18
Macrourus,carinatus,-53.25,81.25,3508:131:1,0.16
Macrourus,carinatus,-53.25,81.75,3508:131:2,0.02
Macrourus,carinatus,-59.75,81.75,3508:391:4,0.01
Macrourus,carinatus,-59.75,82.25,3508:392:3,0.02
Macrourus,carinatus,-59.75,83.75,3508:393:4,0.01
Macrourus,carinatus,-50.75,139.75,3513:209:4,0.10
Macrourus,carinatus,-56.75,158.75,3515:468:4,0.15
Macrourus,carinatus,-53.25,160.25,3516:130:1,0.08
Macrourus,carinatus,-50.25,166.75,3516:206:2,0.12
Macrourus,carinatus,-52.25,169.75,3516:229:2,0.03
Macrourus,carinatus,-53.25,166.25,3516:236:1,0.15
Macrourus,carinatus,-53.75,166.25,3516:236:3,0.05
Macrourus,carinatus,-54.25,165.25,3516:245:1,0.01
Macrourus,carinatus,-54.75,169.75,3516:249:4,0.10
Macrourus,carinatus,-55.25,167.25,3516:457:1,0.13
Macrourus,carinatus,-55.25,167.75,3516:457:2,0.12
Macrourus,carinatus,-54.25,170.75,3517:140:2,0.16
Macrourus,carinatus,-54.75,170.25,3517:140:3,0.14
Macrourus,carinatus,-50.25,175.75,3517:205:2,0.17
Macrourus,carinatus,-50.75,175.25,3517:205:3,0.06
Macrourus,carinatus,-51.75,175.25,3517:215:3,0.10
Macrourus,carinatus,-60.25,158.75,3615:208:2,0.08
Macrourus,carinatus,-61.25,165.25,3616:215:1,0.03
Macrourus,carinatus,-63.25,170.25,3617:130:1,0.04
Macrourus,carinatus,-63.75,170.25,3617:130:3,0.02
Macrourus,carinatus,-63.75,170.75,3617:130:4,0.01
Macrourus,carinatus,-34.25,-1.75,5300:141:2,0.15
Macrourus,carinatus,-34.25,-3.25,5300:143:1,0.08
Macrourus,carinatus,-35.25,-6.75,5300:456:2,0.16
Macrourus,carinatus,-37.75,-6.75,5300:476:4,0.08
Macrourus,carinatus,-37.25,-7.75,5300:477:2,0.07
Macrourus,carinatus,-34.75,-51.75,5305:141:4,0.01
Macrourus,carinatus,-34.25,-52.25,5305:142:1,0.06
Macrourus,carinatus,-34.25,-71.75,5307:141:2,0.09
Macrourus,carinatus,-35.25,-72.25,5307:352:1,0.16
Macrourus,carinatus,-35.75,-72.75,5307:352:4,0.10
Macrourus,carinatus,-36.25,-72.75,5307:362:2,0.09
Macrourus,carinatus,-37.25,-73.25,5307:373:1,0.04
Macrourus,carinatus,-34.25,-80.25,5308:140:1,0.07
Macrourus,carinatus,-35.75,-114.25,5311:354:3,0.03
Macrourus,carinatus,-35.25,-117.25,5311:457:1,0.06
Macrourus,carinatus,-37.25,-122.25,5312:372:1,0.04
Macrourus,carinatus,-37.25,-122.75,5312:372:2,0.18
Macrourus,carinatus,-39.25,-167.75,5316:497:2,0.11
Macrourus,carinatus,-40.25,-8.25,5400:208:1,0.16
Macrourus,carinatus,-46.75,-5.75,5400:465:4,0.08
Macrourus,carinatus,-40.75,-57.25,5405:207:3,0.06
Macrourus,carinatus,-41.75,-58.25,5405:218:3,0.09
Macrourus,carinatus,-42.25,-57.25,5405:227:1,0.15
Macrourus,carinatus,-44.75,-59.25,5405:249:3,0.04
Macrourus,carinatus,-48.25,-56.75,5405:486:2,0.02
Macrourus,carinatus,-43.25,-60.25,5406:130:1,0.10
Macrourus,carinatus,-44.25,-60.25,5406:140:1,0.10
Macrourus,carinatus,-44.75,-60.25,5406:140:3,0.17
Macrourus,carinatus,-46.75,-61.25,5406:361:3,0.01
Macrourus,carinatus,-47.25,-61.25,5406:371:1,0.11
Macrourus,carinatus,-47.75,-61.25,5406:371:3,0.19
Macrourus,carinatus,-48.25,-61.25,5406:381:1,0.06
Macrourus,carinatus,-49.25,-60.75,5406:390:2,0.15
Macrourus,carinatus,-49.75,-60.25,5406:390:3,0.02
Macrourus,carinatus,-40.75,-73.75,5407:103:4,0.11
Macrourus,carinatus,-41.75,-73.75,5407:113:4,0.01
Macrourus,carinatus,-42.75,-73.25,5407:123:3,0.03
Macrourus,carinatus,-42.75,-73.75,5407:123:4,0.05
Macrourus,carinatus,-43.25,-73.25,5407:133:1,0.03
Macrourus,carinatus,-43.75,-73.25,5407:133:3,0.06
Macrourus,carinatus,-43.75,-73.75,5407:133:4,0.09
Macrourus,carinatus,-43.25,-74.25,5407:134:1,0.11
Macrourus,carinatus,-44.75,-73.75,5407:143:4,0.01
Macrourus,carinatus,-42.25,-75.25,5407:225:1,0.07
Macrourus,carinatus,-45.25,-73.25,5407:353:1,0.11
Macrourus,carinatus,-45.25,-73.75,5407:353:2,0.10
Macrourus,carinatus,-46.25,-73.75,5407:363:2,0.11
Macrourus,carinatus,-47.75,-73.75,5407:373:4,0.05
Macrourus,carinatus,-47.25,-74.25,5407:374:1,0.01
Macrourus,carinatus,-47.25,-74.75,5407:374:2,0.07
Macrourus,carinatus,-46.75,-73.75,5407:363:4,0.09
Macrourus,carinatus,-46.75,-74.75,5407:364:4,0.17
Macrourus,carinatus,-48.25,-75.25,5407:485:1,0.06
Macrourus,carinatus,-49.25,-75.25,5407:495:1,0.02
Macrourus,carinatus,-48.75,-74.25,5407:384:3,0.12
Macrourus,carinatus,-49.25,-74.25,5407:394:1,0.19
Macrourus,carinatus,-49.75,-76.25,5407:496:3,0.02
Macrourus,carinatus,-45.75,-83.75,5408:353:4,0.05
Macrourus,carinatus,-45.25,-93.75,5409:353:2,0.04
Macrourus,carinatus,-43.75,-173.75,5417:133:4,0.19
Macrourus,carinatus,-43.75,-176.25,5417:236:3,0.08
Macrourus,carinatus,-43.75,-176.75,5417:236:4,0.10
Macrourus,carinatus,-47.25,-178.75,5417:478:2,0.07
Macrourus,carinatus,-49.75,-176.25,5417:496:3,0.08
Macrourus,carinatus,-52.75,-2.75,5500:122:4,0.08
Macrourus,carinatus,-53.75,-2.25,5500:132:3,0.01
Macrourus,carinatus,-54.75,-0.25,5500:140:3,0.04
Macrourus,carinatus,-53.75,-5.25,5500:235:3,0.06
Macrourus,carinatus,-53.75,-5.75,5500:235:4,0.06
Macrourus,carinatus,-54.25,-5.75,5500:245:2,0.03
Macrourus,carinatus,-55.25,-1.75,5500:351:2,0.02
Macrourus,carinatus,-55.25,-2.25,5500:352:1,0.02
Macrourus,carinatus,-55.75,-2.25,5500:352:3,0.04
Macrourus,carinatus,-56.25,-5.25,5500:465:1,0.02
Macrourus,carinatus,-53.75,-23.75,5502:133:4,0.08
Macrourus,carinatus,-55.75,-27.25,5502:457:3,0.04
Macrourus,carinatus,-55.75,-27.75,5502:457:4,0.06
Macrourus,carinatus,-55.75,-28.25,5502:458:3,0.06
Macrourus,carinatus,-56.75,-26.75,5502:466:4,0.04
