Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Lutjanus,peru,24.25,-107.25,7210:247:1,1
Lutjanus,peru,23.75,-109.75,7210:239:4,1
Lutjanus,peru,23.75,-109.25,7210:239:3,1
Lutjanus,peru,23.25,-109.75,7210:239:2,1
Lutjanus,peru,23.25,-109.25,7210:239:1,1
Lutjanus,peru,23.75,-107.25,7210:237:3,1
Lutjanus,peru,23.75,-106.75,7210:236:4,1
Lutjanus,peru,23.25,-106.75,7210:236:2,1
Lutjanus,peru,23.25,-106.25,7210:236:1,1
Lutjanus,peru,22.75,-109.75,7210:229:4,0.93
Lutjanus,peru,22.75,-106.25,7210:226:3,1
Lutjanus,peru,22.25,-106.25,7210:226:1,1
Lutjanus,peru,22.75,-105.75,7210:225:4,1
Lutjanus,peru,22.25,-105.75,7210:225:2,0.96
Lutjanus,peru,21.75,-106.75,7210:216:4,1
Lutjanus,peru,21.75,-106.25,7210:216:3,1
Lutjanus,peru,21.25,-106.25,7210:216:1,1
Lutjanus,peru,21.75,-105.75,7210:215:4,0.9
Lutjanus,peru,21.75,-105.25,7210:215:3,1
Lutjanus,peru,21.25,-105.25,7210:215:1,0.84
Lutjanus,peru,20.75,-105.75,7210:205:4,1
Lutjanus,peru,20.75,-105.25,7210:205:3,1
Lutjanus,peru,20.25,-105.75,7210:205:2,1
Lutjanus,peru,20.25,-105.25,7210:205:1,1
Lutjanus,peru,19.25,-110.75,7111:390:2,0.81
Lutjanus,peru,18.75,-110.75,7111:380:4,0.83
Lutjanus,peru,19.75,-105.25,7110:495:3,1
Lutjanus,peru,19.25,-104.75,7110:394:2,1
Lutjanus,peru,19.25,-104.25,7110:394:1,1
Lutjanus,peru,18.75,-104.25,7110:384:3,1
Lutjanus,peru,18.75,-103.75,7110:383:4,1
Lutjanus,peru,18.25,-103.75,7110:383:2,1
Lutjanus,peru,18.25,-103.25,7110:383:1,1
Lutjanus,peru,18.25,-102.75,7110:382:2,1
Lutjanus,peru,18.25,-102.25,7110:382:1,1
Lutjanus,peru,17.75,-102.25,7110:372:3,0.99
Lutjanus,peru,17.75,-101.75,7110:371:4,0.94
Lutjanus,peru,17.75,-101.25,7110:371:3,1
Lutjanus,peru,17.25,-101.25,7110:371:1,1
Lutjanus,peru,17.25,-100.75,7110:370:2,1
Lutjanus,peru,17.25,-100.25,7110:370:1,1
Lutjanus,peru,16.75,-100.25,7110:360:3,1
Lutjanus,peru,10.25,-109.25,7110:209:1,1
Lutjanus,peru,16.75,-99.75,7109:469:4,1
Lutjanus,peru,16.75,-99.25,7109:469:3,1
Lutjanus,peru,16.75,-98.75,7109:468:4,1
Lutjanus,peru,16.25,-98.75,7109:468:2,0.96
Lutjanus,peru,16.25,-98.25,7109:468:1,0.97
Lutjanus,peru,16.25,-97.75,7109:467:2,1
Lutjanus,peru,16.25,-95.25,7109:465:1,1
Lutjanus,peru,15.75,-97.75,7109:457:4,0.94
Lutjanus,peru,15.75,-97.25,7109:457:3,0.97
Lutjanus,peru,15.75,-96.75,7109:456:4,0.99
Lutjanus,peru,15.75,-96.25,7109:456:3,1
Lutjanus,peru,15.75,-95.75,7109:455:4,1
Lutjanus,peru,15.75,-95.25,7109:455:3,1
Lutjanus,peru,16.25,-94.75,7109:364:2,1
Lutjanus,peru,16.25,-94.25,7109:364:1,1
Lutjanus,peru,15.75,-94.25,7109:354:3,1
Lutjanus,peru,15.75,-93.75,7109:353:4,0.92
Lutjanus,peru,15.75,-93.25,7109:353:3,0.95
Lutjanus,peru,15.25,-93.25,7109:353:1,0.88
Lutjanus,peru,15.25,-92.75,7109:352:2,0.92
Lutjanus,peru,14.75,-92.75,7109:142:4,0.87
Lutjanus,peru,14.75,-92.25,7109:142:3,0.91
Lutjanus,peru,14.25,-92.25,7109:142:1,0.88
Lutjanus,peru,14.25,-91.75,7109:141:2,0.91
Lutjanus,peru,13.75,-91.75,7109:131:4,0.9
Lutjanus,peru,13.75,-91.25,7109:131:3,0.89
Lutjanus,peru,13.75,-90.75,7109:130:4,0.84
Lutjanus,peru,13.75,-89.75,7108:239:4,0.89
Lutjanus,peru,13.75,-89.25,7108:239:3,0.99
Lutjanus,peru,13.25,-89.75,7108:239:2,0.97
Lutjanus,peru,13.25,-89.25,7108:239:1,0.98
Lutjanus,peru,13.25,-88.75,7108:238:2,0.84
Lutjanus,peru,13.25,-88.25,7108:238:1,0.91
Lutjanus,peru,13.25,-87.75,7108:237:2,0.89
Lutjanus,peru,13.25,-87.25,7108:237:1,1
Lutjanus,peru,12.75,-88.75,7108:228:4,1
Lutjanus,peru,12.75,-88.25,7108:228:3,1
Lutjanus,peru,12.25,-88.25,7108:228:1,1
Lutjanus,peru,12.75,-87.75,7108:227:4,1
Lutjanus,peru,12.75,-87.25,7108:227:3,1
Lutjanus,peru,12.25,-87.75,7108:227:2,1
Lutjanus,peru,12.25,-87.25,7108:227:1,1
Lutjanus,peru,12.25,-86.75,7108:226:2,1
Lutjanus,peru,11.75,-86.75,7108:216:4,1
Lutjanus,peru,11.75,-86.25,7108:216:3,1
Lutjanus,peru,11.25,-86.25,7108:216:1,0.82
Lutjanus,peru,11.25,-85.75,7108:215:2,0.87
Lutjanus,peru,10.25,-85.75,7108:205:2,0.91
Lutjanus,peru,10.25,-85.25,7108:205:1,0.98
Lutjanus,peru,10.25,-84.75,7108:104:2,1
Lutjanus,peru,1.75,-91.75,7009:111:4,1
Lutjanus,peru,0.25,-91.75,7009:101:2,0.97
Lutjanus,peru,0.25,-91.25,7009:101:1,1
Lutjanus,peru,0.75,-90.75,7009:100:4,1
Lutjanus,peru,0.25,-90.25,7009:100:1,1
Lutjanus,peru,9.75,-85.75,7008:495:4,1
Lutjanus,peru,9.75,-85.25,7008:495:3,1
Lutjanus,peru,5.75,-87.25,7008:457:3,1
Lutjanus,peru,5.75,-86.75,7008:456:4,1
Lutjanus,peru,9.75,-84.75,7008:394:4,1
Lutjanus,peru,9.75,-84.25,7008:394:3,1
Lutjanus,peru,9.25,-84.25,7008:394:1,1
Lutjanus,peru,9.25,-83.75,7008:393:2,1
Lutjanus,peru,8.75,-83.75,7008:383:4,0.92
Lutjanus,peru,8.75,-83.25,7008:383:3,1
Lutjanus,peru,8.25,-83.75,7008:383:2,1
Lutjanus,peru,8.25,-83.25,7008:383:1,1
Lutjanus,peru,8.75,-82.25,7008:382:3,1
Lutjanus,peru,8.25,-82.75,7008:382:2,1
Lutjanus,peru,8.25,-82.25,7008:382:1,1
Lutjanus,peru,8.25,-81.75,7008:381:2,1
Lutjanus,peru,8.25,-80.25,7008:380:1,0.85
Lutjanus,peru,7.75,-82.25,7008:372:3,1
Lutjanus,peru,7.75,-81.75,7008:371:4,1
Lutjanus,peru,7.75,-81.25,7008:371:3,1
Lutjanus,peru,7.25,-81.75,7008:371:2,1
Lutjanus,peru,7.25,-81.25,7008:371:1,1
Lutjanus,peru,7.75,-80.75,7008:370:4,0.97
Lutjanus,peru,7.75,-80.25,7008:370:3,0.94
Lutjanus,peru,7.25,-80.75,7008:370:2,1
Lutjanus,peru,7.25,-80.25,7008:370:1,1
Lutjanus,peru,0.25,-89.75,7008:209:2,1
Lutjanus,peru,4.25,-81.75,7008:141:2,1
Lutjanus,peru,0.75,-80.25,7008:100:3,0.84
Lutjanus,peru,0.25,-80.25,7008:100:1,1
Lutjanus,peru,8.75,-79.75,7007:489:4,0.96
Lutjanus,peru,8.75,-79.25,7007:489:3,0.93
Lutjanus,peru,8.25,-79.75,7007:489:2,0.94
Lutjanus,peru,8.25,-79.25,7007:489:1,0.97
Lutjanus,peru,8.75,-78.25,7007:488:3,1
Lutjanus,peru,8.25,-78.75,7007:488:2,0.92
Lutjanus,peru,7.75,-79.75,7007:479:4,0.99
Lutjanus,peru,7.25,-79.75,7007:479:2,1
Lutjanus,peru,3.25,-78.25,7007:238:1,0.99
Lutjanus,peru,2.75,-78.75,7007:228:4,0.8
Lutjanus,peru,1.25,-79.75,7007:219:2,0.93
Lutjanus,peru,1.25,-79.25,7007:219:1,0.86
Lutjanus,peru,1.75,-78.75,7007:218:4,0.81
Lutjanus,peru,1.25,-78.75,7007:218:2,0.88
Lutjanus,peru,0.75,-79.75,7007:209:4,0.92
Lutjanus,peru,-1.25,-91.25,5009:111:1,0.9
Lutjanus,peru,-1.25,-90.75,5009:110:2,0.94
Lutjanus,peru,-1.25,-90.25,5009:110:1,0.95
Lutjanus,peru,-0.75,-91.25,5009:101:3,0.82
Lutjanus,peru,-0.25,-91.25,5009:101:1,0.93
Lutjanus,peru,-0.75,-90.75,5009:100:4,0.92
Lutjanus,peru,-0.75,-90.25,5009:100:3,0.97
Lutjanus,peru,-0.25,-90.75,5009:100:2,1
Lutjanus,peru,-0.25,-90.25,5009:100:1,1
Lutjanus,peru,-1.25,-89.75,5008:219:2,0.97
Lutjanus,peru,-0.75,-89.75,5008:209:4,0.98
Lutjanus,peru,-0.75,-89.25,5008:209:3,1
Lutjanus,peru,-1.75,-81.25,5008:111:3,0.89
Lutjanus,peru,-1.25,-81.25,5008:111:1,0.99
Lutjanus,peru,-1.25,-80.75,5008:110:2,0.87
Lutjanus,peru,-0.75,-80.75,5008:100:4,1
Lutjanus,peru,-0.75,-80.25,5008:100:3,0.8
Lutjanus,peru,-0.25,-80.75,5008:100:2,1
Lutjanus,peru,-0.25,-80.25,5008:100:1,0.92
